card, set, printTag, price, quantity
D.D. Sprite,Storm of Ragnarok,STOR-EN004,1.34,23
Divine Relic Mjollnir,Storm of Ragnarok,STOR-EN066,0.97,60
Divine Wind of Mist Valley,Storm of Ragnarok,STOR-EN059,1.02,37
Doppelwarrior,Storm of Ragnarok,STOR-EN002,1.88,3
Dverg of the Nordic Alfar,Storm of Ragnarok,STOR-EN016,1.04,94
Elemental HERO Ice Edge,Storm of Ragnarok,STOR-EN098,2.03,24
Forbidden Lance,Storm of Ragnarok,STOR-EN061,3.95,98
Gleipnir, the Fetters of Fenrir,Storm of Ragnarok,STOR-EN073,1.69,13
Gleipnir, the Fetters of Fenrir,Storm of Ragnarok,STOR-EN073,1.74,9
Guldfaxe of the Nordic Beasts,Storm of Ragnarok,STOR-EN011,1.13,56
Hourglass of Courage,Storm of Ragnarok,STOR-EN091,0.97,87
Kagemusha of the Six Samurai,Storm of Ragnarok,STOR-EN025,1.48,30
Karakuri Gold Dust,Storm of Ragnarok,STOR-EN053,1.01,68
Legendary Six Samurai - Enishi,Storm of Ragnarok,STOR-EN021,3.62,47
Legendary Six Samurai - Enishi,Storm of Ragnarok,STOR-EN021,3.69,23
Legendary Six Samurai - Kageki,Storm of Ragnarok,STOR-EN022,1.17,65
Legendary Six Samurai - Kizan,Storm of Ragnarok,STOR-EN020,3.09,92
Legendary Six Samurai - Mizuho,Storm of Ragnarok,STOR-EN024,1.16,21
Legendary Six Samurai - Shi En,Storm of Ragnarok,STOR-EN041,4.72,15
Legendary Six Samurai - Shi En,Storm of Ragnarok,STOR-EN041,5.79,96
Legendary Six Samurai - Shinai,Storm of Ragnarok,STOR-EN023,1.31,81
Ljosalf of the Nordic Alfar,Storm of Ragnarok,STOR-EN014,0.99,42
Loki, Lord of the Aesir,Storm of Ragnarok,STOR-EN039,2.86,9
Loki, Lord of the Aesir,Storm of Ragnarok,STOR-EN039,2.23,89
Majioshaleon,Storm of Ragnarok,STOR-EN036,0.97,1
March Towards Ragnarok,Storm of Ragnarok,STOR-EN047,1.04,44
Mimir of the Nordic Ascendant,Storm of Ragnarok,STOR-EN018,1.05,13
Musakani Magatama,Storm of Ragnarok,STOR-EN074,1.06,84
Nordic Relic Brisingamen,Storm of Ragnarok,STOR-EN068,0.96,14
Nordic Relic Draupnir,Storm of Ragnarok,STOR-EN045,1.02,22
Nordic Relic Gungnir,Storm of Ragnarok,STOR-EN070,1.03,21
Overpowering Eye,Storm of Ragnarok,STOR-EN094,1.07,25
Resonator Engine,Storm of Ragnarok,STOR-EN056,1.05,3
Scrap Breaker,Storm of Ragnarok,STOR-EN084,1.22,46
Scrap Shark,Storm of Ragnarok,STOR-EN030,1.02,45
Scrap Worm,Storm of Ragnarok,STOR-EN029,1.03,27
Shien's Scheme,Storm of Ragnarok,STOR-EN075,1.01,95
Shien's Smoke Signal,Storm of Ragnarok,STOR-EN048,1.16,73
Shien's Squire,Storm of Ragnarok,STOR-EN026,1.08,13
Six Strike - Thunder Blast,Storm of Ragnarok,STOR-EN089,1.19,70
Solemn Authority,Storm of Ragnarok,STOR-EN067,1.02,34
Svartalf of the Nordic Alfar,Storm of Ragnarok,STOR-EN015,1.15,72
Symphonic Warrior Basses,Storm of Ragnarok,STOR-EN033,1.23,4
Symphonic Warrior Piaano,Storm of Ragnarok,STOR-EN035,1.0,58
Tanngnjostr of the Nordic Beasts,Storm of Ragnarok,STOR-EN013,1.16,4
Tanngrisnir of the Nordic Beasts,Storm of Ragnarok,STOR-EN010,1.14,48
Temple of the Six,Storm of Ragnarok,STOR-EN051,2.36,40
Terminal World,Storm of Ragnarok,STOR-EN062,1.06,65
The Golden Apples,Storm of Ragnarok,STOR-EN071,3.02,84
The Nordic Lights,Storm of Ragnarok,STOR-EN087,1.46,44
The Nordic Lights,Storm of Ragnarok,STOR-EN087,1.39,40
Thor, Lord of the Aesir,Storm of Ragnarok,STOR-EN038,2.83,20
Thor, Lord of the Aesir,Storm of Ragnarok,STOR-EN038,2.68,21
Tiki Curse,Storm of Ragnarok,STOR-EN079,1.02,71
Tiki Soul,Storm of Ragnarok,STOR-EN080,1.03,53
Token Stampede,Storm of Ragnarok,STOR-EN076,0.97,89
Token Sundae,Storm of Ragnarok,STOR-EN057,1.03,56
Top Runner,Storm of Ragnarok,STOR-EN005,0.97,66
Tyr of the Nordic Champions,Storm of Ragnarok,STOR-EN019,1.05,47
Tyrant's Tirade,Storm of Ragnarok,STOR-EN078,1.06,7
Valkyrie of the Nordic Ascendant,Storm of Ragnarok,STOR-EN017,1.78,74
Vanadis of the Nordic Ascendant,Storm of Ragnarok,STOR-EN081,4.65,58
Vortex the Whirlwind,Storm of Ragnarok,STOR-EN000,1.1,52
Vylon Delta,Storm of Ragnarok,STOR-EN099,2.97,5
Vylon Matter,Storm of Ragnarok,STOR-EN060,1.06,43
Wattberyx,Storm of Ragnarok,STOR-EN031,1.02,56
Watthydra,Storm of Ragnarok,STOR-EN044,1.16,30
Wattkey,Storm of Ragnarok,STOR-EN054,1.01,91
Wattmole,Storm of Ragnarok,STOR-EN032,0.96,2
Worm Illidan,Storm of Ragnarok,STOR-EN095,0.96,6
Worm King,Storm of Ragnarok,STOR-EN097,1.15,66
Xing Zhen Hu Replica,Storm of Ragnarok,STOR-EN077,1.03,48
Zero Force,Storm of Ragnarok,STOR-EN064,1.02,40
Blackwing - Hillen the Tengu-wind,Extreme Victory,EXVC-EN008,1.96,57
Blackwing - Jin the Rain Shadow,Extreme Victory,EXVC-EN096,1.07,31
Blackwing - Kogarashi the Wanderer,Extreme Victory,EXVC-EN009,1.66,99
Blackwing - Kogarashi the Wanderer,Extreme Victory,EXVC-EN009,1.76,9
Boon of the Meklord Emperor,Extreme Victory,EXVC-EN050,1.0,10
Brain Hazard,Extreme Victory,EXVC-EN072,1.09,22
Buster Blaster,Extreme Victory,EXVC-EN022,1.02,24
Chaos Infinity,Extreme Victory,EXVC-EN065,1.01,8
Clock Resonator,Extreme Victory,EXVC-EN007,1.01,25
Contact with the Aquamirror,Extreme Victory,EXVC-EN059,0.99,86
Debunk,Extreme Victory,EXVC-EN076,2.25,22
Dodger Dragon,Extreme Victory,EXVC-EN082,1.7,65
Elder of the Six Samurai,Extreme Victory,EXVC-EN028,1.09,99
Elemental HERO Neos Knight,Extreme Victory,EXVC-EN093,9.02,80
Elemental HERO Neos Knight,Extreme Victory,EXVC-EN093,16.44,46
Force Resonator,Extreme Victory,EXVC-EN006,1.09,72
Full House,Extreme Victory,EXVC-EN088,1.12,28
Gladiator Beast Essedarii,Extreme Victory,EXVC-EN086,4.83,17
Gladiator Beast Essedarii,Extreme Victory,EXVC-EN086,4.73,35
Gladiator Beast Tygerius,Extreme Victory,EXVC-EN034,1.05,4
Gladiator Taming,Extreme Victory,EXVC-EN087,4.2,69
Hushed Psychic Cleric,Extreme Victory,EXVC-EN027,1.06,33
Junk Berserker,Extreme Victory,EXVC-EN037,3.56,99
Junk Berserker,Extreme Victory,EXVC-EN037,4.18,82
Junk Berserker,Extreme Victory,EXVC-EN037,14.55,20
Karakuri Cash Shed,Extreme Victory,EXVC-EN074,2.73,93
Lancer Dragonute,Extreme Victory,EXVC-EN091,1.12,22
Lancer Lindwurm,Extreme Victory,EXVC-EN092,1.03,32
Life Stream Dragon,Extreme Victory,EXVC-EN038,5.24,99
Life Stream Dragon,Extreme Victory,EXVC-EN038,5.58,61
Localized Tornado,Extreme Victory,EXVC-EN079,1.61,25
Mara of the Nordic Alfar,Extreme Victory,EXVC-EN083,2.01,32
Mara of the Nordic Alfar,Extreme Victory,EXVC-EN083,2.31,11
Meklord Army of Granel,Extreme Victory,EXVC-EN014,1.03,79
Meklord Army of Skiel,Extreme Victory,EXVC-EN013,0.97,92
Meklord Army of Wisel,Extreme Victory,EXVC-EN012,1.03,8
Meklord Astro Dragon Asterisk,Extreme Victory,EXVC-EN015,1.1,14
Meklord Emperor Skiel,Extreme Victory,EXVC-EN094,2.16,68
Meklord Factory,Extreme Victory,EXVC-EN067,1.0,0
Meklord Fortress,Extreme Victory,EXVC-EN095,1.02,29
Mektimed Blast,Extreme Victory,EXVC-EN066,1.0,93
Mental Seeker,Extreme Victory,EXVC-EN024,1.03,41
Morphtronic Lantron,Extreme Victory,EXVC-EN010,1.04,38
Morphtronic Staplen,Extreme Victory,EXVC-EN011,1.04,82
Mystic Piper,Extreme Victory,EXVC-EN005,10.84,87
Naturia Eggplant,Extreme Victory,EXVC-EN098,1.19,54
Overmind Archfiend,Extreme Victory,EXVC-EN044,2.53,25
Overmind Archfiend,Extreme Victory,EXVC-EN044,2.5,72
Psi-Beast,Extreme Victory,EXVC-EN085,1.02,11
Psychic Feel Zone,Extreme Victory,EXVC-EN056,2.05,84
Psychic Reactor,Extreme Victory,EXVC-EN071,0.99,41
Psychic Shockwave,Extreme Victory,EXVC-EN089,7.04,90
Reboot,Extreme Victory,EXVC-EN052,0.97,9
Reborn Tengu,Extreme Victory,EXVC-EN000,2.45,96
Red Carpet,Extreme Victory,EXVC-EN063,1.06,75
Resonant Destruction,Extreme Victory,EXVC-EN048,1.05,9
Resonator Call,Extreme Victory,EXVC-EN047,1.2,60
Safe Zone,Extreme Victory,EXVC-EN078,2.34,72
Salvage Warrior,Extreme Victory,EXVC-EN003,1.02,56
Scarlet Security,Extreme Victory,EXVC-EN045,1.19,70
Scrap Orthros,Extreme Victory,EXVC-EN097,11.39,45
Sealing Ceremony of Mokuton,Extreme Victory,EXVC-EN077,0.97,24
Self-Mummification,Extreme Victory,EXVC-EN062,0.98,22
Shien's Dojo,Extreme Victory,EXVC-EN057,2.83,48
Silent Psychic Wizard,Extreme Victory,EXVC-EN025,1.26,54
Six Style - Dual Wield,Extreme Victory,EXVC-EN073,1.04,67
Soundproofed,Extreme Victory,EXVC-EN060,1.03,42
T.G. Blade Blaster,Extreme Victory,EXVC-EN042,2.46,60
T.G. Blade Blaster,Extreme Victory,EXVC-EN042,3.49,0
T.G. Catapult Dragon,Extreme Victory,EXVC-EN019,1.06,20
T.G. Cyber Magician,Extreme Victory,EXVC-EN016,1.38,62
T.G. Jet Falcon,Extreme Victory,EXVC-EN018,1.05,90
T.G. Power Gladiator,Extreme Victory,EXVC-EN041,1.24,59
T.G. Recipro Dragonfly,Extreme Victory,EXVC-EN039,1.05,21
T.G. Rush Rhino,Extreme Victory,EXVC-EN021,1.11,86
T.G. Striker,Extreme Victory,EXVC-EN017,1.78,89
T.G. Warwolf,Extreme Victory,EXVC-EN020,1.13,46
T.G. Wonder Magician,Extreme Victory,EXVC-EN040,1.91,82
T.G. Wonder Magician,Extreme Victory,EXVC-EN040,1.96,62
TG-SX1,Extreme Victory,EXVC-EN069,0.99,76
TG1-EM1,Extreme Victory,EXVC-EN070,1.03,87
TGX1-HL,Extreme Victory,EXVC-EN053,0.96,46
TGX3-DX2,Extreme Victory,EXVC-EN068,1.05,59
TGX300,Extreme Victory,EXVC-EN054,1.01,96
The Resolute Meklord Army,Extreme Victory,EXVC-EN051,1.01,65
Tour Guide From the Underworld,Extreme Victory,EXVC-EN084,19.16,62
Tradetoad,Extreme Victory,EXVC-EN033,1.08,73
Tyrant's Tantrum,Extreme Victory,EXVC-EN075,1.03,96
Unknown Synchron,Extreme Victory,EXVC-EN002,1.07,76
Vampire Dragon,Extreme Victory,EXVC-EN081,4.2,8
A Hero Lives,Generation Force,GENF-EN098,5.53,8
Absolute Crusader,Generation Force,GENF-EN036,1.25,76
Aqua Jet,Generation Force,GENF-EN048,0.97,84
Big Jaws,Generation Force,GENF-EN005,0.99,4
Blue-Blooded Oni,Generation Force,GENF-EN034,1.17,45
Bright Future,Generation Force,GENF-EN070,1.04,38
Cracking,Generation Force,GENF-EN052,0.99,46
Crashbug Road,Generation Force,GENF-EN050,1.01,6
Crashbug Y,Generation Force,GENF-EN010,1.03,56
Crashbug Z,Generation Force,GENF-EN011,0.96,27
Curse of the Circle,Generation Force,GENF-EN076,0.97,46
Drill Barnacle,Generation Force,GENF-EN007,1.13,26
Elemental HERO Flash,Generation Force,GENF-EN090,1.24,5
Elemental HERO Nova Master,Generation Force,GENF-EN093,3.68,97
Elemental HERO Nova Master,Generation Force,GENF-EN093,3.77,38
Explosive Urchin,Generation Force,GENF-EN065,1.02,50
Fish and Kicks,Generation Force,GENF-EN055,1.01,13
Fish and Swaps,Generation Force,GENF-EN087,1.06,48
Flyfang,Generation Force,GENF-EN019,1.01,13
Future Glow,Generation Force,GENF-EN056,1.03,60
Gagaga Magician,Generation Force,GENF-EN001,1.44,51
Geargiano,Generation Force,GENF-EN030,1.06,4
Gem-Elephant,Generation Force,GENF-EN025,0.96,18
Ghost Ship,Generation Force,GENF-EN035,1.07,98
Gishki Diviner,Generation Force,GENF-EN027,1.06,49
Goblindbergh,Generation Force,GENF-EN004,1.13,52
Gogogo Golem,Generation Force,GENF-EN002,0.97,76
Gravelstorm,Generation Force,GENF-EN080,1.0,72
Gusto Codor,Generation Force,GENF-EN028,1.02,76
Infected Mail,Generation Force,GENF-EN051,1.14,39
Jawsman,Generation Force,GENF-EN008,0.99,74
Laval Magma Cannoneer,Generation Force,GENF-EN026,1.05,45
Legendary Wind-Up Key,Generation Force,GENF-EN053,0.99,54
Mask Change,Generation Force,GENF-EN097,1.25,69
Masked HERO Goka,Generation Force,GENF-EN094,2.16,12
Masked HERO Vapor,Generation Force,GENF-EN095,5.21,47
Master of the Flaming Dragonswords,Generation Force,GENF-EN032,1.05,66
Milla the Temporal Magician,Generation Force,GENF-EN038,1.06,15
Oh F!sh!,Generation Force,GENF-EN069,1.09,67
Orient Dragon,Generation Force,GENF-EN085,2.09,98
Overwind,Generation Force,GENF-EN067,0.97,97
Pain Painter,Generation Force,GENF-EN084,15.21,0
Painful Return,Generation Force,GENF-EN088,1.07,90
Past Image,Generation Force,GENF-EN071,0.98,36
Peeking Goblin,Generation Force,GENF-EN062,1.05,79
Perditious Puppeteer,Generation Force,GENF-EN033,1.02,2
Phantom Magician,Generation Force,GENF-EN092,1.04,70
Piercing Moray,Generation Force,GENF-EN082,1.17,43
Piercing Moray,Generation Force,GENF-EN082,1.17,28
Poki Draco,Generation Force,GENF-EN031,0.99,5
Poseidon Wave,Generation Force,GENF-EN064,0.98,74
Quill Pen of Gulldos,Generation Force,GENF-EN058,4.34,37
Raigeki Bottle,Generation Force,GENF-EN079,1.41,4
Raigeki Bottle,Generation Force,GENF-EN079,1.41,18
Resonance Device,Generation Force,GENF-EN061,0.96,25
Saambell the Summoner,Generation Force,GENF-EN029,1.03,52
Sea Lancer,Generation Force,GENF-EN081,1.06,16
Skystarray,Generation Force,GENF-EN020,1.05,31
Space-Time Police,Generation Force,GENF-EN023,1.14,69
Space-Time Police,Generation Force,GENF-EN023,1.17,37
Star Changer,Generation Force,GENF-EN059,1.09,67
Steelswarm Roach,Generation Force,GENF-EN099,4.99,21
Submersible Carrier Aero Shark,Generation Force,GENF-EN040,1.34,74
Surface,Generation Force,GENF-EN049,3.04,60
The Great Emperor Penguin,Generation Force,GENF-EN037,1.12,73
Thunder Short,Generation Force,GENF-EN047,0.99,98
Time Escaper,Generation Force,GENF-EN024,1.09,19
Tiras, Keeper of Genesis,Generation Force,GENF-EN044,3.58,31
Treaty on Uniform Nomenclature,Generation Force,GENF-EN073,0.98,60
Tyrant's Tummyache,Generation Force,GENF-EN077,0.95,39
Underworld Egg Clutch,Generation Force,GENF-EN068,1.0,98
Utopian Aura,Generation Force,GENF-EN074,0.96,23
Vision HERO Adoration,Generation Force,GENF-EN096,21.56,24
Vision HERO Trinity,Generation Force,GENF-EN091,3.64,26
Wind-Up Dog,Generation Force,GENF-EN016,1.03,44
Wind-Up Factory,Generation Force,GENF-EN054,3.68,93
Wind-Up Magician,Generation Force,GENF-EN014,1.91,32
Wind-Up Snail,Generation Force,GENF-EN017,1.06,84
Wind-Up Soldier,Generation Force,GENF-EN013,0.99,65
Wind-Up Zenmaister,Generation Force,GENF-EN042,1.19,56
Wind-Up Zenmaister,Generation Force,GENF-EN042,1.2,91
Wingtortoise,Generation Force,GENF-EN022,1.05,32
Wonder Wand,Generation Force,GENF-EN045,2.91,15
Wonder Wand,Generation Force,GENF-EN045,3.26,25
Alexandrite Dragon,Photon Shockwave,PHSW-EN000,3.86,80
Attraffic Control,Photon Shockwave,PHSW-EN045,0.97,32
Baby Tiragon,Photon Shockwave,PHSW-EN038,0.99,31
Black Ray Lancer,Photon Shockwave,PHSW-EN040,1.21,70
Bunilla,Photon Shockwave,PHSW-EN001,1.05,94
Copy Knight,Photon Shockwave,PHSW-EN066,1.03,94
Creepy Coney,Photon Shockwave,PHSW-EN036,1.03,11
Cross Attack,Photon Shockwave,PHSW-EN048,1.0,43
D-Boyz,Photon Shockwave,PHSW-EN084,3.28,1
D.D. Telepon,Photon Shockwave,PHSW-EN027,1.02,9
Dark Smog,Photon Shockwave,PHSW-EN089,2.48,35
Darklight,Photon Shockwave,PHSW-EN075,1.41,26
Daybreaker,Photon Shockwave,PHSW-EN012,1.05,29
Deep Dark Trap Hole,Photon Shockwave,PHSW-EN078,1.17,20
Ego Boost,Photon Shockwave,PHSW-EN046,1.0,15
Eisbahn,Photon Shockwave,PHSW-EN079,1.07,68
Evo-Karma,Photon Shockwave,PHSW-EN053,1.0,17
Evo-Miracle,Photon Shockwave,PHSW-EN054,0.99,63
Evolsaur Cerato,Photon Shockwave,PHSW-EN020,1.73,8
Evolsaur Cerato,Photon Shockwave,PHSW-EN020,1.78,98
Evolsaur Diplo,Photon Shockwave,PHSW-EN021,1.06,73
Evolsaur Pelta,Photon Shockwave,PHSW-EN082,1.04,73
Evolsaur Vulcano,Photon Shockwave,PHSW-EN019,1.1,42
Evoltile Gephyro,Photon Shockwave,PHSW-EN016,1.01,16
Evoltile Odonto,Photon Shockwave,PHSW-EN018,1.0,37
Evoltile Westlo,Photon Shockwave,PHSW-EN017,1.67,74
Evolzar Dolkka,Photon Shockwave,PHSW-EN086,6.5,14
Evolzar Laggia,Photon Shockwave,PHSW-EN043,2.9,23
Evolzar Laggia,Photon Shockwave,PHSW-EN043,2.91,40
Extra Gate,Photon Shockwave,PHSW-EN056,1.1,67
Fenghuang,Photon Shockwave,PHSW-EN033,1.15,35
Fiery Fervor,Photon Shockwave,PHSW-EN064,1.02,12
Gem-Knight Emerald,Photon Shockwave,PHSW-EN096,1.13,39
Gem-Turtle,Photon Shockwave,PHSW-EN093,1.29,61
Gishki Beast,Photon Shockwave,PHSW-EN095,1.13,94
Goblin Pothole Squad,Photon Shockwave,PHSW-EN035,1.03,72
Heartfelt Appeal,Photon Shockwave,PHSW-EN063,0.96,93
Icy Crevasse,Photon Shockwave,PHSW-EN069,0.96,20
Infernity Knight,Photon Shockwave,PHSW-EN099,1.11,11
Junk Defender,Photon Shockwave,PHSW-EN097,1.07,54
Latinum, Exarch of Dark World,Photon Shockwave,PHSW-EN085,2.3,29
Latinum, Exarch of Dark World,Photon Shockwave,PHSW-EN085,3.43,86
Laval Dual Slasher,Photon Shockwave,PHSW-EN092,1.04,22
Laval Lancelord,Photon Shockwave,PHSW-EN094,1.03,93
Lightserpent,Photon Shockwave,PHSW-EN013,1.12,72
Lumenize,Photon Shockwave,PHSW-EN070,1.07,49
Metaion, the Timelord,Photon Shockwave,PHSW-EN098,3.79,12
Mirror Mail,Photon Shockwave,PHSW-EN067,1.93,32
Monster Slots,Photon Shockwave,PHSW-EN047,0.97,53
Murmur of the Forest,Photon Shockwave,PHSW-EN058,1.0,78
Naturia Marron,Photon Shockwave,PHSW-EN029,1.04,31
Needle Sunfish,Photon Shockwave,PHSW-EN010,0.96,6
One Day of Peace,Photon Shockwave,PHSW-EN060,2.32,90
Photon Booster,Photon Shockwave,PHSW-EN052,1.06,42
Photon Cerberus,Photon Shockwave,PHSW-EN015,1.05,8
Photon Lead,Photon Shockwave,PHSW-EN051,1.13,11
Photon Veil,Photon Shockwave,PHSW-EN050,1.48,42
Photon Veil,Photon Shockwave,PHSW-EN050,1.48,66
Pinecono,Photon Shockwave,PHSW-EN007,1.0,31
Prior of the Ice Barrier,Photon Shockwave,PHSW-EN030,1.04,1
Rai Rider,Photon Shockwave,PHSW-EN003,0.98,36
Rodenut,Photon Shockwave,PHSW-EN032,1.0,90
Sergeant Electro,Photon Shockwave,PHSW-EN090,1.1,55
Sergeant Electro,Photon Shockwave,PHSW-EN090,1.11,37
Shard of Greed,Photon Shockwave,PHSW-EN057,5.73,4
Shark Stickers,Photon Shockwave,PHSW-EN009,1.11,90
Space Cyclone,Photon Shockwave,PHSW-EN061,1.01,96
Stinging Swordsman,Photon Shockwave,PHSW-EN004,0.96,87
Thunder End Dragon,Photon Shockwave,PHSW-EN044,7.76,17
Thunder End Dragon,Photon Shockwave,PHSW-EN044,8.72,28
Tyrant's Throes,Photon Shockwave,PHSW-EN076,1.19,43
Vylon Ohm,Photon Shockwave,PHSW-EN091,1.0,69
Wattcancel,Photon Shockwave,PHSW-EN073,1.02,25
Wind-Up Bat,Photon Shockwave,PHSW-EN025,1.06,23
Wind-Up Hunter,Photon Shockwave,PHSW-EN024,1.76,21
Wind-Up Kitten,Photon Shockwave,PHSW-EN026,2.87,60
Wind-Up Kitten,Photon Shockwave,PHSW-EN026,2.93,6
Wind-Up Rabbit,Photon Shockwave,PHSW-EN083,3.43,32
Wind-Up Warrior,Photon Shockwave,PHSW-EN022,0.96,41
Xyz Gift,Photon Shockwave,PHSW-EN049,1.24,92
Xyz Gift,Photon Shockwave,PHSW-EN049,1.25,29
Xyz Territory,Photon Shockwave,PHSW-EN088,1.09,16
Zenmailfunction,Photon Shockwave,PHSW-EN055,1.05,41
Zenmairch,Photon Shockwave,PHSW-EN072,0.95,37
Dragunity Brandistock,Hidden Arsenal 4: Trishula's Triumph,HA04-EN013,1.07,1
Dragunity Knight - Barcha,Hidden Arsenal 4: Trishula's Triumph,HA04-EN059,10.09,14
Dragunity Partisan,Hidden Arsenal 4: Trishula's Triumph,HA04-EN045,1.06,73
Dragunity Pilum,Hidden Arsenal 4: Trishula's Triumph,HA04-EN046,1.11,25
Dragunity Primus Pilus,Hidden Arsenal 4: Trishula's Triumph,HA04-EN012,1.11,7
Fabled Dianaira,Hidden Arsenal 4: Trishula's Triumph,HA04-EN043,1.09,7
General Gantala of the Ice Barrier,Hidden Arsenal 4: Trishula's Triumph,HA04-EN054,1.38,6
Genex Ally Birdman,Hidden Arsenal 4: Trishula's Triumph,HA04-EN037,1.28,86
Genex Ally Changer,Hidden Arsenal 4: Trishula's Triumph,HA04-EN003,1.05,49
Genex Ally Chemistrer,Hidden Arsenal 4: Trishula's Triumph,HA04-EN036,1.05,28
Genex Ally Crusher,Hidden Arsenal 4: Trishula's Triumph,HA04-EN039,1.05,30
Genex Ally Reliever,Hidden Arsenal 4: Trishula's Triumph,HA04-EN040,1.1,45
Genex Ally Remote,Hidden Arsenal 4: Trishula's Triumph,HA04-EN001,1.07,36
Genex Ally Triarm,Hidden Arsenal 4: Trishula's Triumph,HA04-EN026,1.11,18
Genex Ally Triforce,Hidden Arsenal 4: Trishula's Triumph,HA04-EN057,1.1,29
Genex Ally Volcannon,Hidden Arsenal 4: Trishula's Triumph,HA04-EN004,1.04,29
Jurrac Dino,Hidden Arsenal 4: Trishula's Triumph,HA04-EN015,1.85,21
Jurrac Gallim,Hidden Arsenal 4: Trishula's Triumph,HA04-EN016,1.1,72
Jurrac Herra,Hidden Arsenal 4: Trishula's Triumph,HA04-EN018,1.11,83
Jurrac Meteor,Hidden Arsenal 4: Trishula's Triumph,HA04-EN029,1.4,25
Naturia Butterfly,Hidden Arsenal 4: Trishula's Triumph,HA04-EN019,1.15,48
Naturia Ladybug,Hidden Arsenal 4: Trishula's Triumph,HA04-EN020,1.07,35
Naturia Landoise,Hidden Arsenal 4: Trishula's Triumph,HA04-EN030,1.27,1
Naturia Mantis,Hidden Arsenal 4: Trishula's Triumph,HA04-EN049,1.07,33
Naturia Stinkbug,Hidden Arsenal 4: Trishula's Triumph,HA04-EN048,1.08,32
Naturia Strawberry,Hidden Arsenal 4: Trishula's Triumph,HA04-EN021,1.07,67
Naturia White Oak,Hidden Arsenal 4: Trishula's Triumph,HA04-EN051,1.12,35
Neo Flamvell Garuda,Hidden Arsenal 4: Trishula's Triumph,HA04-EN034,1.06,8
Neo Flamvell Hedgehog,Hidden Arsenal 4: Trishula's Triumph,HA04-EN032,1.09,84
Neo Flamvell Origin,Hidden Arsenal 4: Trishula's Triumph,HA04-EN031,1.05,81
Neo Flamvell Shaman,Hidden Arsenal 4: Trishula's Triumph,HA04-EN033,1.04,70
Sacred Spirit of the Ice Barrier,Hidden Arsenal 4: Trishula's Triumph,HA04-EN024,1.05,24
Secret Guards of the Ice Barrier,Hidden Arsenal 4: Trishula's Triumph,HA04-EN053,1.07,47
Strategist of the Ice Barrier,Hidden Arsenal 4: Trishula's Triumph,HA04-EN052,1.1,90
The Fabled Catsith,Hidden Arsenal 4: Trishula's Triumph,HA04-EN007,1.25,9
The Fabled Chawa,Hidden Arsenal 4: Trishula's Triumph,HA04-EN006,1.19,53
The Fabled Ganashia,Hidden Arsenal 4: Trishula's Triumph,HA04-EN009,0.89,18
The Fabled Kokkator,Hidden Arsenal 4: Trishula's Triumph,HA04-EN042,1.07,12
The Fabled Nozoochee,Hidden Arsenal 4: Trishula's Triumph,HA04-EN010,1.09,4
The Fabled Unicore,Hidden Arsenal 4: Trishula's Triumph,HA04-EN027,1.26,98
Trishula, Dragon of the Ice Barrier,Hidden Arsenal 4: Trishula's Triumph,HA04-EN060,4.87,16
Warlock of the Ice Barrier,Hidden Arsenal 4: Trishula's Triumph,HA04-EN023,1.07,26
Daigusto Eguls,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN054,1.27,69
Evigishki Mind Augus,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN051,2.36,68
Evigishki Soul Ogre,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN052,1.97,44
First Step Towards Infestation,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN057,1.08,41
Gem-Armadillo,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN005,4.4,96
Gem-Enhancement,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN029,1.17,31
Gem-Knight Aquamarine,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN020,1.22,39
Gem-Knight Fusion,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN026,2.76,95
Gem-Knight Garnet,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN001,3.04,26
Gem-Knight Ruby,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN019,1.82,63
Gem-Knight Sapphire,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN002,2.0,27
Gem-Knight Topaz,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN021,2.15,59
Gem-Knight Tourmaline,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN003,2.89,73
Gem-Merchant,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN006,1.1,47
Gishki Abyss,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN031,2.46,62
Gishki Aquamirror,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN055,3.19,3
Gishki Ariel,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN035,1.34,66
Gishki Chain,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN034,1.22,59
Gishki Marker,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN033,1.1,99
Gishki Shadow,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN036,1.13,24
Gusto Gulldo,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN037,1.33,25
Gusto Thunbolt,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN039,1.09,58
