Name,Type,Level,Race,Attribute,ATK,DEF
Volcanic Doomfire,Effect Monster,8,Pyro,FIRE,3000,1800
Wattmole,Effect Monster,3,Thunder,LIGHT,0,100
Cards of the Red Stone,Spell Card,,Normal,,,
Korogashi,Normal Monster,2,Insect,EARTH,550,400
The Despair Uranus,Effect Monster,8,Rock,LIGHT,2900,2300
Backs to the Wall,Trap Card,,Normal,,,
"Sillva, Warlord of Dark World",Effect Monster,5,Fiend,DARK,2300,1400
Nopenguin,Effect Monster,3,Aqua,WATER,1600,100
Spiral Serpent,Normal Monster,8,Sea Serpent,WATER,2900,2900
Dark Strike Fighter,Synchro Monster,7,Machine,DARK,2600,1800
Domino Effect,Spell Card,,Continuous,,,
Hero Kid,Effect Monster,2,Warrior,EARTH,300,600
Amorphage Sloth,Pendulum Effect Monster,6,Dragon,EARTH,2250,0
Big Belly Knight,Effect Monster,4,Warrior,EARTH,1000,1600
Fish and Kicks,Spell Card,,Normal,,,
Crystal Beast Ruby Carbuncle,Effect Monster,3,Fairy,LIGHT,300,300
Magical Explosion,Trap Card,,Normal,,,
R-Genex Overseer,Tuner Monster,2,Spellcaster,DARK,200,100
Battlin' Boxer Sparrer,Effect Monster,4,Warrior,FIRE,1200,1400
Ice Master,Effect Monster,8,Spellcaster,WATER,2500,2000
Mystical Sand,Fusion Monster,6,Rock,EARTH,2100,1700
UFOroid Fighter,Fusion Monster,10,Machine,LIGHT,0,0
Black Illusion,Trap Card,,Normal,,,
Scrap Worm,Tuner Monster,2,Insect,EARTH,500,100
Reinforcement of the Army,Spell Card,,Normal,,,
Jinzo 7,Effect Monster,2,Machine,DARK,500,400
Cracking,Spell Card,,Continuous,,,
Super Rush Recklessly,Trap Card,,Normal,,,
"Parsec, the Interstellar Dragon",Effect Monster,8,Dragon,LIGHT,800,800
Grapple Blocker,Effect Monster,4,Psychic,EARTH,1200,2000
Triamid Master,Effect Monster,4,Rock,EARTH,1800,700
Majestic Mech - Senku,Effect Monster,4,Fairy,LIGHT,1000,500
Falling Down,Spell Card,,Equip,,,
Crystal Beast Amethyst Cat,Effect Monster,3,Beast,EARTH,1200,400
"Celestial Wolf Lord, Blue Sirius",Synchro Monster,6,Beast-Warrior,DARK,2400,1500
Xyz Override,Spell Card,,Field,,,
The Gates of Dark World,Spell Card,,Field,,,
Incandescent Ordeal,Spell Card,,Ritual,,,
Flame Armor Ninja,Effect Monster,4,Warrior,FIRE,1700,1000
Surface,Spell Card,,Normal,,,
One-Eyed Shield Dragon,Normal Monster,3,Dragon,WIND,700,1300
Reaper of the Cards,Flip Effect Monster,5,Fiend,DARK,1380,1930
Cyber Eltanin,Effect Monster,10,Machine,LIGHT,0,0
Performapal Corn,Effect Monster,3,Beast-Warrior,LIGHT,600,1000
Volcanic Rat,Normal Monster,1,Pyro,FIRE,500,500
Metalsilver Armor,Spell Card,,Equip,,,
Djinn Demolisher of Rituals,Effect Monster,3,Fiend,DARK,1500,600
Misairuzame,Normal Monster,5,Fish,WATER,1400,1600
Tribe-Infecting Virus,Effect Monster,4,Aqua,WATER,1600,1000
Karakuri Trick House,Trap Card,,Normal,,,
Naturia Beast,Synchro Monster,5,Beast,EARTH,2200,1700
Milla the Temporal Magician,Effect Monster,4,Spellcaster,LIGHT,1800,1000
Blackwing - Silverwind the Ascendant,Synchro Monster,8,Winged Beast,DARK,2800,2000
Contract with Exodia,Spell Card,,Normal,,,
Sphere Kuriboh,Effect Monster,1,Fiend,DARK,300,200
Option Hunter,Trap Card,,Normal,,,
Rank-Up-Magic Quick Chaos,Spell Card,,Quick-Play,,,
Metalfoes Goldriver,Pendulum Normal Monster,4,Psychic,FIRE,1900,500
Arkbrave Dragon,Effect Monster,7,Dragon,LIGHT,2400,2000
Amorphage Envy,Pendulum Effect Monster,4,Dragon,EARTH,0,2050
Poison Chain,Spell Card,,Continuous,,,
Psychic Soul,Trap Card,,Normal,,,
Metalfoes Counter,Trap Card,,Normal,,,
Ghost Ship,Effect Monster,5,Fiend,LIGHT,1900,1000
Volcanic Shell,Effect Monster,1,Pyro,FIRE,100,0
Exodia the Forbidden One,Effect Monster,3,Spellcaster,DARK,1000,1000
Explosive Magician,Synchro Monster,6,Spellcaster,LIGHT,2500,1800
Cockroach Knight,Effect Monster,3,Insect,EARTH,800,900
Plaguespreader Zombie,Tuner Monster,2,Zombie,DARK,400,200
D.D. Designator,Spell Card,,Normal,,,
Comic Hand,Spell Card,,Equip,,,
Maniacal Servant,Effect Monster,3,Spellcaster,DARK,600,1000
Guardian of Felgrand,Effect Monster,4,Warrior,LIGHT,500,500
Morphing Jar,Flip Effect Monster,2,Rock,EARTH,700,600
Earthbound Immortal Cusillu,Effect Monster,10,Beast,DARK,2800,2400
Fusion Gate,Spell Card,,Field,,,
Umbral Horror Unform,Effect Monster,4,Fiend,DARK,0,0
Elemental HERO Escuridao,Fusion Monster,8,Warrior,DARK,2500,2000
Tenacity of the Monarchs,Spell Card,,Normal,,,
Bujinunity,Spell Card,,Normal,,,
Giganto,Normal Monster,5,Machine,DARK,1700,1800
First-Aid Squad,Trap Card,,Normal,,,
Belial - Marquis of Darkness,Effect Monster,8,Fiend,DARK,2800,2400
Acrobatic Magician,Pendulum Effect Monster,5,Spellcaster,DARK,800,2300
Fire Formation - Kaiyo,Trap Card,,Continuous,,,
Pragtical,Fusion Monster,5,Dinosaur,EARTH,1900,1500
Des Mosquito,Effect Monster,3,Insect,DARK,500,500
Black Rose Moonlight Dragon,Synchro Monster,7,Dragon,LIGHT,2400,1800
Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
Spellbinding Circle,Trap Card,,Continuous,,,
Senju of the Thousand Hands,Effect Monster,4,Fairy,LIGHT,1400,1000
Parasite Paracide,Flip Effect Monster,2,Insect,EARTH,500,300
Dark Magician Girl,Effect Monster,6,Spellcaster,DARK,2000,1700
Flame Swordsman,Fusion Monster,5,Warrior,FIRE,1800,1600
Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,7,Dragon,DARK,2500,2000
Stardust Dragon,Synchro Monster,8,Dragon,WIND,2500,2000
